VisitID,UserID,SessionID,PageURL,ReferrerURL,Timestamp,Country,Browser,OperatingSystem,DeviceType,PageLoadTime,PageResponseTime,Clicks,SessionDuration,PageViews,Conversion,BounceRate,CampaignSource,AdClicks,Revenue
6419,1920,32559,http://watkins-mills.com/,http://hickman.com/,2024-06-15 18:21:31,Kenya,Edge,Windows,Desktop,8.74,1992,9,2726,25,1,0,Twitter,7,53.12
6420,412,25827,https://www.young-zimmerman.com/,https://www.williams.com/,2024-05-18 20:56:39,Brazil,Firefox,Android,Desktop,7.47,1444,10,2245,22,0,1,Google,0,255.3
6421,616,63886,https://www.shannon.com/,http://www.berry.com/,2024-05-24 23:13:37,Vanuatu,Edge,Android,Mobile,4.63,794,11,1059,21,1,0,LinkedIn,1,54.05
6422,1716,26937,http://stokes-poole.com/,http://www.mitchell.biz/,2024-06-26 08:23:23,Belgium,Safari,Android,Tablet,1.89,1565,9,740,12,0,0,LinkedIn,7,220.94
6423,1550,9220,https://www.franklin-may.org/,http://www.molina.biz/,2024-07-10 06:15:07,Myanmar,Safari,Windows,Mobile,7.28,1346,17,2300,9,0,1,Google,5,389.76
6424,1093,96106,http://kaiser.com/,https://williams.org/,2024-07-08 16:30:37,Malawi,Safari,Android,Tablet,0.46,351,8,764,22,0,1,Facebook,1,171.04
6425,1327,87960,https://cervantes.com/,http://mathis-hull.org/,2024-04-28 03:20:28,Eritrea,Edge,iOS,Desktop,8.29,1545,3,3582,15,0,1,Twitter,9,62.49
6426,1731,54247,http://www.silva.com/,http://www.massey-adams.com/,2024-04-30 18:14:07,Somalia,Safari,Mac OS,Mobile,4.09,246,1,2487,12,0,0,Instagram,2,192.56
6427,635,60613,https://thomas.com/,http://harding.org/,2024-06-07 04:22:37,Kiribati,Edge,Android,Desktop,1.1,1774,10,2363,24,1,0,Twitter,3,392.67
6428,194,87429,https://www.carroll.net/,https://www.king.com/,2024-05-28 01:42:10,Guam,Chrome,iOS,Tablet,4.62,593,1,2020,34,1,1,Facebook,5,466.11
6429,1780,30573,https://www.ashley-barrett.com/,https://guerra-gray.biz/,2024-02-25 08:33:53,Andorra,Edge,iOS,Tablet,9.81,1568,13,73,10,0,0,Google,8,384.56
6430,1765,5126,http://www.simmons-wilson.info/,https://www.white.com/,2024-04-07 16:04:43,Senegal,Chrome,Android,Tablet,9.55,1849,4,51,40,0,0,Facebook,9,406.92
6431,1384,36416,https://www.fuller.com/,https://herrera.com/,2024-04-07 04:40:06,Taiwan,Firefox,Windows,Tablet,1.74,984,3,1697,3,0,0,Instagram,9,357.62
6432,931,45064,https://andrade.com/,http://jackson-prince.com/,2024-02-04 11:46:28,Antigua and Barbuda,Safari,Windows,Desktop,7.41,1744,12,1452,31,0,0,LinkedIn,9,195.51
6433,1981,23809,http://www.rose.com/,https://www.lara-payne.com/,2024-02-10 16:19:37,Uganda,Safari,Linux,Tablet,3.05,1810,15,1196,49,1,0,Instagram,5,334.2
6434,825,5590,http://rodriguez.info/,http://yoder.info/,2024-01-08 19:19:03,Switzerland,Firefox,Linux,Mobile,4.93,302,17,2378,38,1,0,Facebook,5,184.25
6435,523,17667,https://cole-black.com/,http://castillo.com/,2024-05-17 05:38:14,Morocco,Firefox,iOS,Mobile,6.04,275,14,2412,26,1,1,Facebook,8,88.47
6436,1562,69691,http://patterson.org/,https://www.casey.info/,2024-01-24 23:36:19,Sudan,Safari,Linux,Desktop,8.56,1739,0,747,46,1,0,Twitter,2,293.54
6437,976,91987,http://www.patton.com/,https://www.kirby-jones.net/,2024-05-02 01:55:20,Guadeloupe,Opera,iOS,Tablet,3.68,378,1,1983,48,1,1,Twitter,5,35.02
6438,1903,85051,https://miller-johnson.com/,https://james-avila.com/,2024-07-18 10:19:41,Isle of Man,Firefox,Mac OS,Mobile,0.11,1078,9,2797,32,1,0,Instagram,0,401.99
6439,74,33422,http://www.price.info/,https://www.kim.com/,2024-02-18 02:45:26,Kenya,Safari,iOS,Mobile,7.34,1128,4,3192,39,0,1,Twitter,2,28.19
6440,1466,43026,http://www.powell.biz/,https://www.johnson.com/,2024-02-23 00:27:05,Wallis and Futuna,Edge,Android,Tablet,3.0,1454,4,2223,21,1,1,Facebook,4,284.85
6441,86,91447,http://www.randall.com/,https://martinez-taylor.com/,2024-07-01 08:52:17,Gabon,Edge,Android,Mobile,8.11,611,18,3371,3,0,0,Facebook,4,473.92
6442,1888,70449,https://www.walker.com/,https://parker.com/,2024-01-27 10:40:35,Libyan Arab Jamahiriya,Opera,iOS,Desktop,0.94,1170,17,1501,35,1,0,Instagram,9,164.34
6443,18,11545,https://horne.net/,https://www.gardner-parsons.org/,2024-01-28 01:29:35,Portugal,Firefox,Windows,Mobile,8.42,236,0,252,15,0,0,Instagram,9,180.5
6444,708,53293,https://www.hernandez.org/,http://martinez.com/,2024-01-31 21:28:19,Taiwan,Edge,Windows,Mobile,7.63,706,4,129,9,0,0,Twitter,1,338.09
6445,445,34020,https://www.hall.com/,http://www.wilson-osborne.com/,2024-04-10 07:35:09,Mali,Firefox,Android,Desktop,3.75,1367,16,3120,37,1,0,Twitter,6,116.82
6446,756,94800,http://smith.org/,http://www.clark.com/,2024-03-12 12:58:21,Turkey,Firefox,Windows,Desktop,8.04,676,9,893,2,0,0,Twitter,5,152.11
6447,1196,55906,http://www.wilcox-hunter.info/,https://stevens-green.biz/,2024-03-14 06:51:41,South Georgia and the South Sandwich Islands,Safari,Windows,Tablet,1.74,741,6,3055,13,0,1,Instagram,4,0.43
6448,1930,97620,http://davis.com/,http://www.bailey-johnson.biz/,2024-03-29 16:26:45,Canada,Safari,Windows,Mobile,1.55,977,9,2716,4,0,1,Twitter,9,392.87
6449,1200,72064,http://www.sharp-sanford.com/,http://www.donaldson-crawford.com/,2024-04-16 19:37:41,Myanmar,Edge,Android,Mobile,0.64,1133,8,1503,21,0,0,Google,3,460.83
6450,1876,78172,https://www.holt-west.com/,https://morales.com/,2024-05-08 08:25:42,Russian Federation,Opera,Linux,Mobile,3.49,1338,5,749,36,0,1,LinkedIn,8,199.13
6451,1172,47085,http://allen.com/,http://www.miller.com/,2024-01-24 20:38:31,Eritrea,Chrome,Mac OS,Mobile,9.45,642,9,19,6,1,0,Twitter,2,14.59
6452,551,92044,https://williams-hull.com/,http://guerra.biz/,2024-02-09 15:35:45,Turkmenistan,Firefox,Mac OS,Tablet,6.09,993,10,2445,7,1,0,LinkedIn,2,41.91
6453,1034,72776,http://www.santana.com/,http://simmons-parker.com/,2024-06-16 21:38:11,Ecuador,Edge,iOS,Desktop,4.78,1888,15,1150,9,0,0,Twitter,6,449.34
6454,950,72670,https://www.richards-michael.net/,http://cooley.com/,2024-03-06 13:28:55,Brunei Darussalam,Chrome,Linux,Tablet,5.85,1557,1,2033,36,0,0,Instagram,9,199.2
6455,1071,55163,http://www.jones.com/,https://morrison-harrell.info/,2024-02-11 11:51:02,Lithuania,Chrome,Linux,Desktop,9.0,1278,2,1585,38,1,0,Instagram,3,59.98
6456,1602,34237,https://wilson.net/,http://www.malone.com/,2024-07-20 08:55:21,Belarus,Safari,iOS,Mobile,7.52,1760,18,214,15,0,1,Twitter,0,231.58
6457,1293,45456,https://www.mendez.net/,http://www.johnson.com/,2024-01-22 00:17:39,New Zealand,Chrome,Linux,Tablet,9.48,1078,16,3263,11,0,0,LinkedIn,0,338.1
6458,1865,73668,https://www.smith-dodson.org/,http://clark.com/,2024-01-25 21:50:55,Haiti,Edge,Mac OS,Tablet,0.36,522,15,2194,4,1,0,Google,3,429.38
6459,1972,94670,https://www.carter.com/,http://tapia-thompson.info/,2024-02-18 08:02:51,Spain,Edge,iOS,Mobile,6.97,447,7,244,40,1,1,LinkedIn,5,163.73
6460,1580,35226,https://www.hays-schneider.com/,https://anderson-baker.com/,2024-02-19 11:05:26,Lao People's Democratic Republic,Firefox,iOS,Desktop,1.18,1444,11,51,35,1,1,Instagram,7,197.95
6461,805,27481,https://kelly-anderson.net/,http://kelley.com/,2024-02-17 03:04:22,Lao People's Democratic Republic,Safari,Linux,Mobile,2.48,1019,5,3064,26,0,1,Twitter,4,80.16
6462,591,80836,https://morales.info/,https://www.elliott-martin.biz/,2024-07-18 17:56:02,Greenland,Edge,Linux,Mobile,8.88,1726,4,2552,24,0,0,Facebook,6,234.83
6463,533,15274,http://gray.com/,http://torres.biz/,2024-07-20 23:49:41,Solomon Islands,Safari,Mac OS,Tablet,4.49,1104,9,1244,9,0,0,Instagram,1,245.31
6464,1036,15679,https://lambert-greene.info/,https://luna-taylor.com/,2024-02-04 09:54:24,Sierra Leone,Chrome,iOS,Desktop,3.56,1479,5,438,15,1,0,Facebook,3,393.17
6465,200,27458,http://www.carroll-smith.net/,http://www.fernandez-thomas.com/,2024-07-24 10:25:50,Fiji,Firefox,Android,Mobile,3.13,1965,3,2019,30,1,1,Google,3,48.9
6466,351,46566,http://www.yoder.org/,https://www.ortega-thompson.info/,2024-07-19 14:09:49,Togo,Safari,Linux,Mobile,4.95,1934,19,678,49,1,1,Facebook,5,108.58
6467,1337,71007,http://www.dyer.com/,http://mills.com/,2024-07-16 11:07:52,Tuvalu,Chrome,iOS,Mobile,1.48,408,10,611,16,0,1,LinkedIn,9,433.69
6468,137,99883,https://lewis.biz/,http://hess-wise.net/,2024-03-18 19:05:31,Iran,Opera,Mac OS,Tablet,2.56,1216,13,247,10,0,1,Google,2,317.03
6469,15,6819,http://gutierrez.info/,http://summers.com/,2024-04-20 22:47:42,Spain,Opera,Android,Mobile,3.24,775,6,2473,48,0,1,Instagram,0,485.91
6470,1928,18177,https://www.arnold.com/,http://www.anderson-wallace.biz/,2024-07-19 07:54:07,Sweden,Chrome,Linux,Tablet,8.8,451,6,3366,49,1,0,LinkedIn,3,99.17
6471,461,15328,https://brown.net/,https://acosta-graves.com/,2024-04-18 18:41:08,Malta,Firefox,Linux,Desktop,9.58,1857,4,1063,41,0,0,Instagram,6,346.92
6472,1859,68068,https://shannon.com/,https://ramos.biz/,2024-03-25 18:53:28,Vietnam,Safari,Linux,Desktop,9.13,334,6,2591,17,1,1,Twitter,4,179.01
6473,1269,71567,http://smith.com/,https://www.koch-oneal.net/,2024-01-03 20:24:50,Belarus,Chrome,Mac OS,Desktop,0.28,1268,18,234,18,0,0,Twitter,3,211.56
6474,1718,55688,https://www.morrison-bradshaw.info/,https://www.kramer-howard.com/,2024-05-16 19:54:55,Japan,Safari,Linux,Tablet,1.02,765,11,365,21,1,1,Google,2,130.03
6475,1886,77223,http://www.cook-smith.org/,http://ruiz-perez.com/,2024-06-20 06:45:41,Reunion,Edge,Android,Mobile,5.96,1229,19,1029,46,1,0,Instagram,0,377.86
6476,607,52805,https://www.hebert-hancock.com/,http://horn.com/,2024-01-27 18:47:55,Kiribati,Chrome,Mac OS,Tablet,8.94,917,8,2773,21,1,0,Google,2,328.8
6477,710,53141,http://www.summers.com/,https://morales-melton.info/,2024-05-01 05:26:06,Gambia,Safari,Mac OS,Desktop,3.44,1841,2,1450,13,0,0,Twitter,5,155.16
6478,1893,68410,https://www.carson.com/,http://dorsey-potter.com/,2024-07-09 08:09:59,Switzerland,Opera,Mac OS,Mobile,2.08,1124,16,74,7,1,0,Twitter,8,287.08
6479,1451,50143,https://daniels.biz/,http://www.ellis-byrd.biz/,2024-02-01 09:43:54,Cote d'Ivoire,Safari,Windows,Desktop,7.65,1943,12,1141,19,1,1,LinkedIn,9,489.89
6480,1870,1772,https://www.lopez.com/,https://rice-krause.com/,2024-05-23 18:39:39,China,Opera,iOS,Mobile,7.56,1142,2,3202,8,0,0,LinkedIn,8,28.91
6481,659,93934,http://www.alvarez.com/,http://hanson.com/,2024-03-21 17:16:09,Guernsey,Opera,Mac OS,Desktop,8.6,885,2,1460,21,0,0,LinkedIn,3,416.41
6482,90,26510,https://www.murray.com/,https://hall-hoffman.biz/,2024-06-12 02:40:25,Mali,Opera,Windows,Tablet,3.74,744,7,1657,34,1,0,Google,4,47.58
6483,533,9824,https://www.smith-bennett.com/,http://perry-garza.info/,2024-06-27 17:28:29,Myanmar,Firefox,Windows,Tablet,8.48,1632,2,1006,19,0,0,Instagram,7,156.02
6484,1523,96269,http://www.martin.com/,https://mcdonald-gonzalez.com/,2024-02-29 01:53:51,Saint Barthelemy,Safari,Mac OS,Mobile,8.07,1926,16,1794,23,1,0,Instagram,7,277.03
6485,881,27714,http://rodriguez-cunningham.info/,http://www.jimenez.com/,2024-04-22 00:55:05,Papua New Guinea,Safari,iOS,Mobile,6.56,1289,4,2243,38,0,1,Facebook,4,374.23
6486,587,29310,http://www.morgan.info/,http://www.hill.com/,2024-03-14 20:48:33,Spain,Safari,Mac OS,Mobile,1.78,539,1,652,30,0,1,Facebook,3,44.19
6487,607,43834,http://jackson-jones.org/,http://www.spence-chavez.info/,2024-03-29 22:09:13,Belize,Chrome,Mac OS,Desktop,2.32,853,14,1253,34,0,0,LinkedIn,9,485.07
6488,1685,40776,http://www.mcclain.info/,https://hill.com/,2024-06-25 02:34:52,Pitcairn Islands,Firefox,iOS,Tablet,6.41,1137,18,493,24,0,1,Twitter,8,305.03
6489,338,89548,https://lewis.info/,https://green.com/,2024-05-17 08:46:22,Bulgaria,Edge,Android,Tablet,4.81,151,11,2408,3,1,0,Facebook,6,206.13
6490,589,23956,http://bryant.info/,https://mclaughlin.info/,2024-01-07 22:19:02,New Zealand,Edge,Mac OS,Desktop,2.03,249,5,33,12,1,0,Google,9,340.02
6491,1489,90942,https://ross-lewis.com/,http://moore.info/,2024-05-11 19:05:20,Brunei Darussalam,Opera,iOS,Mobile,0.91,1892,1,2971,35,0,1,Twitter,4,449.11
6492,902,2458,http://larson.com/,http://www.dunn.com/,2024-04-30 05:32:52,Somalia,Firefox,Android,Mobile,0.93,183,19,769,15,1,1,Google,6,480.05
6493,9,87689,http://www.hernandez.com/,http://stewart.com/,2024-07-07 07:38:49,Rwanda,Opera,Linux,Mobile,6.5,1237,19,254,19,1,1,Google,3,328.03
6494,780,99570,http://hughes.com/,http://www.taylor-carter.com/,2024-03-16 13:23:09,Liechtenstein,Opera,Windows,Tablet,2.59,902,8,2201,45,1,1,Instagram,9,487.62
6495,742,8270,https://www.meyer.com/,https://www.bass-burch.com/,2024-04-19 18:28:51,Falkland Islands (Malvinas),Opera,Linux,Mobile,3.52,1736,13,2241,18,1,1,Twitter,9,76.45
6496,460,49500,http://walker.com/,http://www.neal.net/,2024-06-02 09:08:36,Latvia,Opera,Android,Desktop,7.56,912,5,1461,18,0,1,Instagram,4,54.39
6497,6,50585,https://www.garcia-james.com/,http://miller-blackwell.biz/,2024-01-14 03:48:14,Suriname,Edge,iOS,Desktop,1.41,1749,12,2818,22,1,1,Instagram,4,275.12
6498,1350,29497,https://bowen.com/,https://www.leach.com/,2024-03-10 03:34:53,Samoa,Opera,Linux,Tablet,3.83,1988,9,3151,47,0,1,Google,2,274.84
6499,112,18617,http://bender.info/,https://www.bowman-odonnell.com/,2024-04-16 10:51:08,Togo,Safari,Linux,Tablet,1.19,192,17,1979,45,0,0,Twitter,0,460.27
6500,1860,64677,https://herring.com/,http://martinez.com/,2024-07-14 16:22:11,Afghanistan,Edge,Windows,Desktop,3.8,1366,10,3137,2,1,0,Instagram,3,153.7
6501,809,23912,http://www.lee.com/,https://www.phelps.com/,2024-02-09 12:15:45,Cocos (Keeling) Islands,Firefox,iOS,Desktop,6.96,454,10,827,26,1,0,Facebook,9,277.48
6502,1499,63694,https://www.kim-watkins.com/,http://francis-ramirez.net/,2024-04-16 19:52:21,Samoa,Firefox,iOS,Tablet,9.65,792,10,2178,45,1,0,Instagram,8,185.61
6503,933,27044,https://www.mcintyre.com/,http://becker.biz/,2024-01-30 02:22:35,Ecuador,Firefox,Mac OS,Tablet,8.59,621,6,1612,3,0,0,Twitter,9,470.12
6504,1255,19033,http://www.martin-phillips.com/,http://www.fisher.info/,2024-04-08 10:59:00,Japan,Safari,Linux,Tablet,6.6,1210,12,1144,6,0,0,Instagram,9,142.26
6505,1988,65975,http://rojas.com/,http://www.woodard.com/,2024-04-13 07:32:37,Liberia,Firefox,Mac OS,Desktop,2.56,497,2,1625,16,1,1,Google,8,93.94
6506,1459,9394,https://clark.com/,https://smith.com/,2024-01-02 14:16:02,Belize,Edge,Android,Tablet,8.47,1007,11,1106,25,1,0,LinkedIn,4,467.96
6507,497,20870,https://wells-rodriguez.com/,http://perry.com/,2024-02-13 00:49:05,Bahamas,Edge,Mac OS,Desktop,1.09,731,0,1669,26,0,0,LinkedIn,0,237.52
6508,1418,56892,http://miller-kane.org/,http://www.price.org/,2024-02-06 20:01:41,Congo,Opera,Mac OS,Desktop,9.5,1804,8,371,47,1,0,Instagram,6,179.68
6509,220,96432,http://www.logan.com/,https://www.allen.org/,2024-07-24 21:26:50,Saint Lucia,Firefox,Linux,Mobile,5.97,676,19,1743,28,0,1,Instagram,0,22.47
6510,1609,97092,https://watson.com/,https://ballard.info/,2024-01-02 20:14:53,Congo,Safari,Mac OS,Tablet,8.57,1707,4,1068,33,0,0,Facebook,7,462.26
6511,1863,14929,http://www.pearson.com/,https://www.nguyen.net/,2024-05-11 23:43:55,Comoros,Safari,iOS,Tablet,2.34,180,6,3056,10,1,1,LinkedIn,4,3.75
6512,619,93464,http://www.alvarez-carter.com/,http://miller.biz/,2024-02-10 13:04:12,Comoros,Edge,iOS,Mobile,8.62,1557,18,824,37,0,0,Instagram,8,86.63
6513,1545,38359,http://www.jackson.biz/,http://nguyen-cunningham.com/,2024-05-13 17:43:41,Faroe Islands,Edge,Linux,Mobile,9.26,1548,4,1098,45,0,0,Instagram,9,387.32
6514,714,47137,http://www.hughes.com/,https://www.lloyd-phillips.com/,2024-06-29 12:11:17,Slovenia,Firefox,Linux,Mobile,2.56,1649,13,1052,1,0,0,Facebook,6,457.93
6515,799,24533,http://www.conner-king.net/,https://www.johnson.com/,2024-03-12 05:57:17,Haiti,Safari,Linux,Mobile,2.39,284,5,193,16,1,1,LinkedIn,7,414.44
6516,1775,10003,https://www.holloway.com/,https://www.mitchell-delacruz.com/,2024-07-20 15:00:22,Christmas Island,Edge,Mac OS,Mobile,7.36,829,13,887,38,1,0,Twitter,8,142.82
6517,557,92327,http://george.com/,https://norman.com/,2024-04-25 19:21:00,Togo,Chrome,Mac OS,Desktop,5.61,1930,3,869,17,0,0,LinkedIn,4,415.66
6518,633,33665,https://www.lucero.com/,https://www.williams.biz/,2024-04-10 05:34:32,Romania,Edge,iOS,Tablet,4.32,1552,4,1957,37,0,0,Google,5,402.34
6519,1304,80239,http://melton.biz/,https://dorsey.com/,2024-05-25 22:48:55,Rwanda,Edge,Linux,Desktop,2.66,408,2,2551,49,1,0,Instagram,2,280.23
6520,132,7156,https://adams-ford.info/,http://garcia-edwards.com/,2024-04-24 09:07:43,Germany,Firefox,iOS,Mobile,4.88,1200,12,90,7,1,0,Instagram,6,37.44
6521,527,17573,https://harvey-smith.com/,https://white.com/,2024-01-15 21:34:05,Libyan Arab Jamahiriya,Chrome,iOS,Mobile,5.91,702,8,2286,43,0,0,Google,0,301.2
6522,458,76681,https://jensen.com/,http://price.com/,2024-07-03 03:35:01,Kyrgyz Republic,Opera,Mac OS,Mobile,9.06,120,10,3545,33,0,0,Twitter,6,490.15
6523,1900,29174,https://www.martin.info/,https://williamson.org/,2024-04-08 05:11:05,Russian Federation,Chrome,Android,Tablet,4.91,169,8,1040,29,0,1,Instagram,5,277.11
6524,1600,35428,http://www.morales.com/,https://www.cochran.org/,2024-04-27 22:07:36,Cyprus,Opera,Android,Tablet,3.04,264,12,1478,4,1,0,Instagram,4,392.13
6525,1210,6824,http://romero.com/,https://www.watson.biz/,2024-06-03 14:20:32,Peru,Edge,iOS,Tablet,5.37,428,10,1527,7,1,0,Twitter,0,447.02
6526,1114,62954,http://middleton.net/,http://duncan-evans.org/,2024-03-16 23:12:47,Holy See (Vatican City State),Chrome,Linux,Desktop,9.81,598,12,2391,9,0,0,Google,5,27.04
6527,1972,12233,http://www.patel.info/,http://rodriguez-leblanc.com/,2024-03-17 04:46:05,China,Edge,Mac OS,Mobile,2.5,1342,4,2813,16,0,0,Google,6,85.97
6528,357,78057,https://johnson-nelson.net/,http://www.castaneda.com/,2024-02-02 12:47:22,Yemen,Edge,Mac OS,Desktop,5.96,1800,1,1769,43,0,0,Google,4,191.53
6529,753,65148,http://www.terry.com/,https://miller-carlson.org/,2024-03-05 16:33:48,Bulgaria,Chrome,Linux,Mobile,0.17,1790,13,3064,40,1,0,Twitter,7,354.78
6530,1172,61520,http://moran-johnson.biz/,http://www.johnson.biz/,2024-02-29 17:27:23,Philippines,Opera,Android,Desktop,5.04,888,11,192,6,0,1,Google,4,255.07
6531,1757,75059,https://johnson.com/,https://www.wilcox.com/,2024-01-15 20:48:18,Tunisia,Opera,Linux,Desktop,6.31,861,2,2876,8,1,0,LinkedIn,0,345.95
6532,152,3236,http://coleman.info/,http://www.hinton.com/,2024-06-02 22:42:02,Saint Barthelemy,Safari,Windows,Mobile,7.58,887,1,1768,38,1,0,Google,8,258.41
6533,905,5665,https://walker.com/,https://www.moore.com/,2024-02-14 06:18:41,Moldova,Edge,Windows,Tablet,7.04,1860,13,2646,2,1,0,Google,1,436.87
6534,1686,98931,http://blake.com/,http://www.davila.com/,2024-03-31 19:18:24,Haiti,Edge,iOS,Mobile,3.16,1289,9,2077,3,0,0,LinkedIn,6,134.13
6535,1885,49775,http://peterson-sherman.org/,http://www.clark-miller.com/,2024-02-21 03:30:31,Tokelau,Safari,Android,Mobile,0.92,1637,16,1992,11,0,0,Google,5,175.91
6536,1896,55853,http://www.palmer-chan.info/,http://www.sexton.info/,2024-04-18 05:41:18,French Southern Territories,Opera,iOS,Desktop,0.25,1470,8,1809,23,1,0,Google,0,393.37
6537,1284,48342,http://kelly-alexander.info/,http://www.chavez.org/,2024-06-17 16:42:33,Jordan,Firefox,Mac OS,Desktop,9.7,534,6,798,11,1,1,Google,1,341.84
6538,536,40358,http://www.lozano.biz/,https://www.sharp.com/,2024-04-19 09:45:03,Jamaica,Firefox,Mac OS,Mobile,1.21,1428,12,2198,7,1,1,Twitter,7,133.29
6539,1124,22494,http://www.cruz-clay.com/,https://austin-mcclain.com/,2024-04-09 22:54:50,New Zealand,Safari,Windows,Tablet,1.87,1605,9,2943,17,1,1,Google,6,250.51
6540,141,41025,https://www.ruiz.info/,https://mcmillan.com/,2024-03-26 14:00:12,Cayman Islands,Opera,Linux,Mobile,0.76,779,3,2701,10,0,0,Instagram,2,83.51
6541,1866,61167,https://www.taylor-parks.org/,https://www.walker.com/,2024-01-20 05:31:36,Malaysia,Firefox,Android,Tablet,3.92,1967,10,655,32,0,0,LinkedIn,3,480.73
6542,156,67030,https://andrade-castro.com/,https://juarez-foster.biz/,2024-02-04 17:49:27,Uganda,Edge,iOS,Desktop,8.29,795,9,1068,10,1,0,Twitter,8,180.41
6543,808,56161,https://www.jenkins-jacobs.org/,http://martinez.com/,2024-01-19 19:32:01,Uganda,Chrome,iOS,Tablet,4.88,618,3,1401,28,0,1,LinkedIn,3,17.69
6544,1940,24290,https://www.durham.com/,http://jones.info/,2024-06-05 05:57:23,Puerto Rico,Opera,Mac OS,Desktop,4.28,748,0,1608,24,0,1,Twitter,2,49.58
6545,832,78847,http://lindsey.com/,http://www.moreno-velasquez.biz/,2024-01-07 17:20:57,Belgium,Edge,Android,Desktop,5.36,716,12,2689,42,0,0,Google,1,337.43
6546,1533,84568,https://johnson.com/,http://www.harrell.org/,2024-04-09 03:42:46,Bahamas,Firefox,Linux,Tablet,9.71,278,2,2125,32,1,0,Twitter,9,74.09
6547,1082,71684,http://ortiz.com/,http://www.smith-campbell.com/,2024-07-05 13:43:57,Malawi,Firefox,Android,Tablet,8.03,1011,11,2110,39,0,0,Instagram,9,263.07
6548,943,14163,https://pugh.com/,http://www.donovan-turner.biz/,2024-01-06 22:04:33,Cook Islands,Chrome,Mac OS,Tablet,2.71,532,2,80,46,1,0,LinkedIn,8,468.13
6549,347,57229,http://holloway.com/,http://cross-davenport.net/,2024-03-16 11:06:05,Iraq,Safari,Windows,Desktop,9.78,611,16,2412,19,1,1,Google,2,204.92
6550,637,49733,https://www.bishop-smith.net/,http://www.perez-davis.com/,2024-07-22 18:23:25,Senegal,Safari,Android,Mobile,9.9,1727,3,615,46,0,0,Twitter,5,132.54
6551,967,54398,https://pruitt.info/,http://knight.com/,2024-06-11 19:31:34,Slovenia,Chrome,iOS,Mobile,6.66,865,4,1517,37,0,1,Instagram,9,67.44
6552,1407,7261,https://www.harris.com/,http://stephens-frazier.com/,2024-02-28 01:54:37,Egypt,Safari,Android,Tablet,4.43,1735,3,2957,37,0,0,Instagram,2,489.3
6553,599,31447,https://www.fisher-rodriguez.com/,http://www.clark-hernandez.com/,2024-03-31 15:58:51,Kenya,Edge,Linux,Tablet,0.19,955,3,2052,16,1,1,Instagram,7,443.14
6554,83,99955,http://www.abbott-campbell.com/,http://chapman-mathis.com/,2024-04-04 14:56:28,Armenia,Firefox,Windows,Mobile,3.98,1863,14,2795,4,0,1,Twitter,9,134.56
6555,417,15384,http://www.york.org/,https://www.madden-cox.biz/,2024-04-02 13:53:11,Ecuador,Chrome,Mac OS,Mobile,8.0,1375,1,504,10,0,0,LinkedIn,3,44.09
6556,1784,47333,https://pearson-hall.net/,http://lopez.com/,2024-03-16 18:50:08,Georgia,Firefox,iOS,Desktop,8.14,759,10,3594,22,0,1,Instagram,0,195.04
6557,1430,41674,http://www.hill.com/,http://www.wilson.org/,2024-01-07 20:52:49,Morocco,Firefox,Windows,Mobile,8.94,1503,10,2170,5,0,1,Facebook,2,169.28
6558,1889,79515,https://murphy.net/,http://johnson.net/,2024-05-24 11:56:15,Ireland,Edge,Mac OS,Mobile,2.47,789,14,2675,47,0,1,Google,6,394.12
6559,902,78225,http://www.davis.com/,http://bowen.com/,2024-03-08 23:27:51,Uruguay,Firefox,Windows,Tablet,2.13,396,2,1768,18,0,0,Instagram,3,90.46
6560,464,20767,http://www.parker-carroll.com/,http://jarvis.com/,2024-07-11 18:29:53,Liberia,Opera,iOS,Tablet,7.08,905,7,262,38,0,1,LinkedIn,4,310.47
6561,335,15618,https://www.brown.net/,http://www.conway-baker.org/,2024-02-26 12:08:56,New Zealand,Firefox,Windows,Tablet,7.53,1442,15,2399,20,1,0,Twitter,9,160.05
6562,1716,36133,http://reid.com/,https://www.hayes-williams.com/,2024-06-10 09:46:03,Iceland,Edge,Windows,Desktop,5.06,1222,12,64,3,1,0,Facebook,9,181.82
6563,870,29260,https://garcia-blanchard.com/,https://www.kidd.org/,2024-02-05 04:45:42,Monaco,Firefox,Windows,Tablet,9.71,1326,6,953,17,0,0,LinkedIn,8,19.97
6564,1292,81343,https://www.smith.com/,http://www.bennett.com/,2024-04-16 17:51:16,Germany,Opera,Linux,Mobile,7.64,1114,17,1470,6,0,0,Facebook,0,171.45
6565,290,27551,http://www.gray-jones.com/,http://johnson-ware.com/,2024-07-20 19:53:15,Chile,Safari,Linux,Tablet,8.77,1203,1,1592,4,0,0,Instagram,3,228.84
6566,902,92491,http://www.clark-carter.org/,http://carson-foley.net/,2024-07-01 11:15:29,Swaziland,Firefox,Windows,Desktop,9.99,1541,14,986,30,0,1,Facebook,7,369.58
6567,1935,96779,http://www.shaw-yoder.com/,http://chang.com/,2024-05-15 04:30:07,Ghana,Firefox,Windows,Tablet,7.04,1728,16,722,28,1,1,Twitter,1,381.69
6568,1507,26355,http://www.noble.com/,https://brown-mckinney.org/,2024-01-29 17:05:19,Sudan,Safari,Windows,Desktop,6.81,387,14,1048,34,1,1,LinkedIn,2,272.05
6569,1288,34492,https://stevens.org/,https://www.campbell.com/,2024-07-06 04:45:04,Benin,Firefox,Linux,Desktop,8.25,311,9,3121,8,1,0,Twitter,5,415.72
